Name,Index,Level,Type,Max_Health,Attack,Defense,Speed,Moves,Evolved_Form,Evolution_Level,Evolution_Item,Abilities,Held_Item,Region,Sub_Region,Mana_Cost,Rarity,Price,Description,Class,Class_Type,Type2
Ninjask,291,1,Bug,61,90,45,160,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Shedinja,292,1,Bug,1,90,45,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Ghost
Whismur,293,1,Normal,64,51,23,28,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Loudred,294,1,Normal,84,71,43,48,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Exploud,295,1,Normal,104,91,63,68,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Makuhita,296,1,Fighting,72,60,30,25,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Hariyama,297,1,Fighting,144,120,60,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Azurill,298,1,Normal,50,20,40,20,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Fairy
Nosepass,299,1,Rock,30,45,135,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Skitty,300,1,Normal,50,45,45,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Delcatty,301,1,Normal,70,65,65,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Sableye,302,1,Dark,50,75,75,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Ghost
Mawile,303,1,Steel,50,85,85,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Fairy
Aron,304,1,Steel,50,70,100,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Rock
Lairon,305,1,Steel,60,90,140,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Rock
Aggron,306,1,Steel,70,110,180,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Rock
Meditite,307,1,Fighting,30,40,55,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Medicham,308,1,Fighting,60,60,75,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Electrike,309,1,Electric,40,45,40,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Manectric,310,1,Electric,70,75,60,105,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Plusle,311,1,Electric,60,50,40,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Minun,312,1,Electric,60,40,50,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Volbeat,313,1,Bug,65,73,55,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Illumise,314,1,Bug,65,47,55,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Roselia,315,1,Grass,50,60,45,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Poison
Gulpin,316,1,Poison,70,43,53,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Swalot,317,1,Poison,100,73,83,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Carvanha,318,1,Water,45,90,20,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Dark
Sharpedo,319,1,Water,70,120,40,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Dark
Wailmer,320,1,Water,130,70,35,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Wailord,321,1,Water,170,90,45,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Numel,322,1,Fire,60,60,40,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Ground
Camerupt,323,1,Fire,70,100,70,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Ground
Torkoal,324,1,Fire,70,85,140,20,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Spoink,325,1,Psychic,60,25,35,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Grumpig,326,1,Psychic,80,45,65,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Spinda,327,1,Normal,60,60,60,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Trapinch,328,1,Ground,45,100,45,10,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Vibrava,329,1,Ground,50,70,50,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Dragon
Flygon,330,1,Ground,80,100,80,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Dragon
Cacnea,331,1,Grass,50,85,40,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Cacturne,332,1,Grass,70,115,60,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Dark
Swablu,333,1,Normal,45,40,60,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Altaria,334,1,Dragon,75,70,90,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Zangoose,335,1,Normal,73,115,60,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Seviper,336,1,Poison,73,100,60,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Lunatone,337,1,Rock,70,55,65,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Solrock,338,1,Rock,70,95,85,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Barboach,339,1,Water,50,48,43,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Ground
Whiscash,340,1,Water,110,78,73,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Ground
Corphish,341,1,Water,43,80,65,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Crawdaunt,342,1,Water,63,120,85,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Dark
Baltoy,343,1,Ground,40,40,55,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Claydol,344,1,Ground,60,70,105,75,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Lileep,345,1,Rock,66,41,77,23,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Grass
Cradily,346,1,Rock,86,81,97,43,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Grass
Anorith,347,1,Rock,45,95,50,75,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Bug
Armaldo,348,1,Rock,75,125,100,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Bug
Feebas,349,1,Water,20,15,20,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Milotic,350,1,Water,95,60,79,81,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Castform,351,1,Normal,70,70,70,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Kecleon,352,1,Normal,60,90,70,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Shuppet,353,1,Ghost,44,75,35,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Banette,354,1,Ghost,64,115,65,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Duskull,355,1,Ghost,20,40,90,25,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Dusclops,356,1,Ghost,40,70,130,25,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Tropius,357,1,Grass,99,68,83,51,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Chimecho,358,1,Psychic,65,50,70,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Absol,359,1,Dark,65,130,60,75,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Wynaut,360,1,Psychic,95,23,48,23,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Snorunt,361,1,Ice,50,50,50,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Glalie,362,1,Ice,80,80,80,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Spheal,363,1,Ice,70,40,50,25,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Water
Sealeo,364,1,Ice,90,60,70,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Water
Walrein,365,1,Ice,110,80,90,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Water
Clamperl,366,1,Water,35,64,85,32,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Huntail,367,1,Water,55,104,105,52,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Gorebyss,368,1,Water,55,84,105,52,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Relicanth,369,1,Water,100,90,130,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Rock
Luvdisc,370,1,Water,43,30,55,97,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Bagon,371,1,Dragon,45,75,60,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Shelgon,372,1,Dragon,65,95,100,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Salamence,373,1,Dragon,95,135,80,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Beldum,374,1,Steel,40,55,80,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Metang,375,1,Steel,60,75,100,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Metagross,376,1,Steel,80,135,130,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Regirock,377,1,Rock,80,100,200,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Regice,378,1,Ice,80,50,100,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Registeel,379,1,Steel,80,75,150,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Latias,380,1,Dragon,80,80,90,110,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Latios,381,1,Dragon,80,90,80,110,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Kyogre,382,1,Water,100,100,90,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Groudon,383,1,Ground,100,150,140,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Rayquaza,384,1,Dragon,105,150,90,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Jirachi,385,1,Steel,100,100,100,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Deoxys,386,1,Psychic,50,150,50,150,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
DeoxysAttack,386,1,Psychic,50,180,20,150,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
DeoxysDefense,386,1,Psychic,50,70,160,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
DeoxysSpeed,386,1,Psychic,50,95,90,180,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Turtwig,387,1,Grass,55,68,64,31,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
